time (sec),totalWeight (g),partWeight (g),screwPosition (mm),injectionPressure (MPa),injectionSpeed (mm/sec)
0,0,0.0956296,260,0,0
3.45E-05,0,0.0956296,68,0.00225108,0.0276021
7.25E-05,0,0.0956296,68,0.00224421,0.0291191
0.000114282,0,0.0956296,68,0.00222714,0.0307877
0.000160237,0,0.0956296,68,0.00221573,0.032623
0.000210787,0,0.0956296,68,0.00220781,0.0346416
0.000266392,0,0.0956296,68,0.00220645,0.0368618
0.000327558,0,0.0956296,68,0.00221383,0.0393038
0.00039484,0,0.0956296,68,0.00223329,0.0419896
0.000468851,0,0.0956296,68,0.00226871,0.0449436
0.000550262,0,0.0956296,68,0.00232291,0.0481925
0.000639815,0,0.0956296,68,0.00240138,0.0517656
0.000738322,0,0.0956296,68,0.00250865,0.0556953
0.000846681,0,0.0956296,68,0.00264954,0.0600171
0.000965876,0,0.0956296,68,0.00283369,0.06477
0.00109699,0,0.0956296,67.9999,0.00302702,0.0699969
0.00124122,0,0.0956296,67.9999,0.0032664,0.0757449
0.00139986,0,0.0956296,67.9999,0.00355615,0.0820658
0.00157437,0,0.0956296,67.9999,0.00391432,0.0890165
0.00176634,0,0.0956296,67.9999,0.00433351,0.0966594
0.0019775,0,0.0956296,67.9999,0.00479952,0.105063
0.00220978,0,0.0956296,67.9999,0.00532561,0.114303
0.00246528,0,0.0956296,67.9998,0.00592715,0.124463
0.00274633,0,0.0956296,67.9998,0.00663253,0.135632
0.00305549,0,0.0956296,67.9997,0.00747227,0.14791
0.00339557,0,0.0956296,67.9997,0.0084725,0.161408
0.00376965,0,0.0956296,67.9996,0.00968837,0.176245
0.00418115,0,0.0956296,67.9996,0.0111381,0.192553
0.00463379,0,0.0956296,67.9995,0.012867,0.210477
0.00513169,0,0.0956296,67.9994,0.0149133,0.230173
0.00567939,0,0.0956296,67.9992,0.0175436,0.252387
0.00628185,0,0.0956296,67.9991,0.0208263,0.279396
0.00694456,0,0.0956296,67.9989,0.0247324,0.312209
0.00767355,0,0.0956296,67.9987,0.0294284,0.352036
0.00847543,0,0.0956296,67.9984,0.0352234,0.400337
0.0093575,0,0.0956296,67.998,0.0424022,0.45886
0.0103278,0,0.0956296,67.9976,0.051055,0.529701
0.0113951,0,0.0956296,67.997,0.0614521,0.615361
0.0125691,0,0.0956296,67.9963,0.0752288,0.71882
0.0138605,0,0.0956296,67.9954,0.0930755,0.843609
0.0152811,0,0.0956296,67.9942,0.115943,0.993898
0.0168438,0,0.0956296,67.9926,0.145214,1.17458
0.0185627,0,0.0956296,67.9906,0.182736,1.39135
0.0204535,0,0.0956296,67.988,0.230854,1.6508
0.0225333,0,0.0956296,67.9845,0.292475,1.96042
0.0248212,0,0.0956296,67.9801,0.371161,2.32864
0.0273378,0,0.0956296,67.9742,0.471228,2.76477
0.0301061,0,0.0956296,67.9665,0.597763,3.27877
0.0331513,0,0.0956296,67.9566,0.756562,3.88096
0.0365009,0,0.0956296,67.9436,0.954057,4.58142
0.0401856,0,0.0956296,67.9267,1.1956,5.38918
0.0442387,0,0.0956296,67.9048,1.48672,6.31102
0.0486971,0,0.0956296,67.8767,1.83177,7.34988
0.0531554,0,0.0956296,67.8439,2.19017,8.40256
0.0576138,0,0.0956296,67.8065,2.54592,9.39233
0.0629422,0,0.0956296,67.7564,2.95883,10.4652
0.0665856,0,0.0956296,67.7183,3.20603,11.1355
0.0688683,0,0.0956296,67.6929,3.33316,11.5311
0.071151,0,0.0956296,67.6666,3.43795,11.9092
